cell_id,group,color
ibgidpmb-1,Granulosa: signaling,#D55E00
ibgielhh-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
ibgienbo-1,Granulosa: supportive pre-granulosa,#E69F00
ibgigpjd-1,Granulosa: signaling,#D55E00
ibgiifpo-1,Granulosa: signaling,#D55E00
ibgikhig-1,Granulosa: epithelial-like,#F28E2B
ibgimpei-1,Germ: pachytene/diplotene,#00C1A2
ibgjedid-1,Granulosa: supportive pre-granulosa,#E69F00
ibgjeepc-1,Granulosa: signaling,#D55E00
ibgjijin-1,Germ: pachytene/diplotene,#00C1A2
ibgjkaip-1,Granulosa: primordial follicle,#FDB462
ibgjngib-1,Germ: leptotene/zygotene,#00A087
ibgkdpfo-1,Granulosa: signaling,#D55E00
ibgkemdg-1,Germ: stalled meiotic,#4DBBD5
ibgkgmjc-1,Germ: stalled meiotic,#4DBBD5
ibgkiilo-1,Germ: stalled meiotic,#4DBBD5
ibglenbg-1,Germ: leptotene/zygotene,#00A087
ibgljnjo-1,Granulosa: signaling,#D55E00
ibglopcp-1,Granulosa: primordial follicle,#FDB462
ibgmcokn-1,Germ: pachytene/diplotene,#00C1A2
ibgmemnc-1,Stroma: cortical,#9C27B0
ibgmfbmd-1,Granulosa: signaling,#D55E00
ibgmifbp-1,Stroma: cortical,#9C27B0
ibgmkjia-1,Granulosa: signaling,#D55E00
ibgnanoe-1,Granulosa: signaling,#D55E00
ibgnbdna-1,Granulosa: supportive pre-granulosa,#E69F00
ibgnboaf-1,Granulosa: supportive pre-granulosa,#E69F00
ibgnddnf-1,Granulosa: signaling,#D55E00
ibgndegk-1,Granulosa: signaling,#D55E00
ibgnemld-1,Germ: stalled meiotic,#4DBBD5
ibgngncc-1,Granulosa: supportive pre-granulosa,#E69F00
ibgnonkb-1,Granulosa: signaling,#D55E00
ibgocdai-1,Stroma: cortical,#9C27B0
ibgojccl-1,Granulosa: supportive pre-granulosa,#E69F00
ibgojdff-1,Granulosa: signaling,#D55E00
ibgojjhh-1,Granulosa: signaling,#D55E00
ibgokemo-1,Germ: pachytene/diplotene,#00C1A2
ibgokfko-1,Granulosa: supportive pre-granulosa,#E69F00
ibgonfdp-1,Granulosa: supportive pre-granulosa,#E69F00
ibgpbcan-1,Granulosa: supportive pre-granulosa,#E69F00
ibgpdnfl-1,Stroma: cortical,#9C27B0
ibgpdome-1,Stroma: cortical,#9C27B0
ibgpemfg-1,Stroma: signaling,#6A3D9A
ibgpfopo-1,Stroma: signaling,#6A3D9A
ibgpljeo-1,Stroma: signaling,#6A3D9A
ibgplodj-1,Stroma: cortical,#9C27B0
ibgploph-1,Stroma: signaling,#6A3D9A
ibgpmpdc-1,Stroma: signaling,#6A3D9A
ibgpnccj-1,Stroma: signaling,#6A3D9A
ibhablhp-1,Stroma: signaling,#6A3D9A
ibhahpae-1,Stroma: signaling,#6A3D9A
ibhajmeg-1,Stroma: cortical,#9C27B0
ibhakjbe-1,Endothelial: angiogenic,#FF4FA3
ibhaoblc-1,Stroma: cortical,#9C27B0
ibhapnoi-1,Endothelial: angiogenic,#FF4FA3
ibhbafof-1,Stroma: signaling,#6A3D9A
ibhbhjbl-1,Stroma: signaling,#6A3D9A
ibhbhmkc-1,Stroma: cortical,#9C27B0
ibhbkpjb-1,Stroma: cortical,#9C27B0
ibhblopn-1,Stroma: cortical,#9C27B0
ibhboceg-1,Stroma: cortical,#9C27B0
ibhcbfhb-1,Endothelial: angiogenic,#FF4FA3
ibhcjcaf-1,Endothelial: angiogenic,#FF4FA3
ibhclpjd-1,Mural: pericytes,#E41A1C
ibhcnmok-1,Stroma: cortical,#9C27B0
ibhcoonf-1,Stroma: cortical,#9C27B0
ibhdaceh-1,Stroma: cortical,#9C27B0
ibhdacmp-1,Stroma: cortical,#9C27B0
ibhdcgje-1,Stroma: signaling,#6A3D9A
ibhdhmnm-1,Stroma: cortical,#9C27B0
ibhdjmeh-1,Germ: primordial follicle oocytes,#2C7FB8
ibhdkbfm-1,Granulosa: primordial follicle,#FDB462
ibheanjh-1,Granulosa: primordial follicle,#FDB462
ibheggnh-1,Ambiguous_subcluster,#999999
ibhepbdc-1,Stroma: cortical,#9C27B0
ibhepnmd-1,Stroma: signaling,#6A3D9A
ibhfbpfn-1,Stroma: cortical,#9C27B0
ibhfffee-1,Stroma: cortical,#9C27B0
ibhfjhll-1,Stroma: cortical,#9C27B0
ibhfkmep-1,Stroma: cortical,#9C27B0
ibhgadpp-1,Stroma: cortical,#9C27B0
ibhhapma-1,Stroma: proliferative progenitors,#8E63CE
ibhhdkph-1,Stroma: cortical,#9C27B0
ibhhfehh-1,Stroma: cortical,#9C27B0
ibhhjkah-1,Stroma: cortical,#9C27B0
ibhhpaep-1,Stroma: cortical,#9C27B0
ibhhpfeo-1,Stroma: cortical,#9C27B0
ibhhplnm-1,Stroma: cortical,#9C27B0
ibhiaeib-1,Granulosa: primordial follicle,#FDB462
ibhialfg-1,Endothelial: angiogenic,#FF4FA3
ibhianik-1,Granulosa: primordial follicle,#FDB462
ibhickig-1,Granulosa: primordial follicle,#FDB462
ibhioflp-1,Granulosa: primordial follicle,#FDB462
ibhjhoho-1,Stroma: cortical,#9C27B0
ibhjjldd-1,Endothelial: angiogenic,#FF4FA3
ibhjpfoh-1,Stroma: cortical,#9C27B0
ibhkddjg-1,Stroma: cortical,#9C27B0
ibhkfibn-1,Stroma: cortical,#9C27B0
ibhkfkkf-1,Stroma: cortical,#9C27B0
ibhkkaha-1,Granulosa: primordial follicle,#FDB462
ibhklbdl-1,Germ: pachytene/diplotene,#00C1A2
ibhkledb-1,Stroma: cortical,#9C27B0
ibhknpbl-1,Stroma: cortical,#9C27B0
ibhkommk-1,Stroma: cortical,#9C27B0
ibhkpail-1,Stroma: cortical,#9C27B0
ibhkpinl-1,Stroma: cortical,#9C27B0
ibhlamna-1,Stroma: cortical,#9C27B0
ibhleafk-1,Immune: tissue macrophages,#FFD92F
ibhlgpak-1,Stroma: cortical,#9C27B0
ibhlikff-1,Stroma: cortical,#9C27B0
ibhlimdh-1,Stroma: cortical,#9C27B0
ibhmfpbh-1,Stroma: cortical,#9C27B0
ibhmijjn-1,Stroma: cortical,#9C27B0
ibhmjheg-1,Stroma: cortical,#9C27B0
ibhmmnkf-1,Stroma: cortical,#9C27B0
ibhmndjh-1,Stroma: cortical,#9C27B0
ibhnnjhh-1,Stroma: cortical,#9C27B0
ibhoccoj-1,Stroma: cortical,#9C27B0
ibhodkmm-1,Stroma: cortical,#9C27B0
ibhofdnl-1,Stroma: cortical,#9C27B0
ibhohalp-1,Stroma: cortical,#9C27B0
ibhohfgp-1,Stroma: cortical,#9C27B0
ibhojkpg-1,Stroma: cortical,#9C27B0
ibhokaif-1,Stroma: cortical,#9C27B0
ibholpbc-1,Stroma: cortical,#9C27B0
ibhonocp-1,Stroma: cortical,#9C27B0
ibhoogol-1,Endothelial: angiogenic,#FF4FA3
ibhoojak-1,Stroma: cortical,#9C27B0
ibhpafoo-1,Stroma: cortical,#9C27B0
ibhpbhgd-1,Stroma: cortical,#9C27B0
ibhphnil-1,Stroma: cortical,#9C27B0
ibhpojgi-1,Stroma: cortical,#9C27B0
ibhppodh-1,Stroma: cortical,#9C27B0
ibiabfkb-1,Stroma: cortical,#9C27B0
ibiaggcg-1,Stroma: cortical,#9C27B0
ibiapdje-1,Stroma: cortical,#9C27B0
ibibcpob-1,Stroma: cortical,#9C27B0
ibibdoie-1,Stroma: cortical,#9C27B0
ibibefel-1,Stroma: cortical,#9C27B0
ibibfeba-1,Stroma: cortical,#9C27B0
ibibicgg-1,Stroma: cortical,#9C27B0
ibibjjdo-1,Endothelial: angiogenic,#FF4FA3
ibibjpki-1,Stroma: cortical,#9C27B0
ibibkmdh-1,Stroma: proliferative progenitors,#8E63CE
ibibloph-1,Endothelial: angiogenic,#FF4FA3
ibiccmnc-1,Stroma: proliferative progenitors,#8E63CE
ibicednl-1,Endothelial: angiogenic,#FF4FA3
ibicjcjd-1,Stroma: cortical,#9C27B0
ibicjpko-1,Stroma: cortical,#9C27B0
ibiclooj-1,Stroma: cortical,#9C27B0
ibicoafi-1,Stroma: proliferative progenitors,#8E63CE
ibiddpjn-1,Stroma: cortical,#9C27B0
ibidfeee-1,Stroma: cortical,#9C27B0
ibidfmmo-1,Ambiguous_subcluster,#999999
ibidjfhj-1,Stroma: cortical,#9C27B0
ibidpocj-1,Stroma: cortical,#9C27B0
ibieaiga-1,Ambiguous_subcluster,#999999
ibieghfa-1,Stroma: cortical,#9C27B0
ibiehend-1,Stroma: cortical,#9C27B0
ibiepdbp-1,Stroma: cortical,#9C27B0
ibifedim-1,Stroma: cortical,#9C27B0
ibifkcaf-1,Stroma: cortical,#9C27B0
ibifkfep-1,Granulosa: primordial follicle,#FDB462
ibiflphn-1,Stroma: cortical,#9C27B0
ibifpfnl-1,Endothelial: angiogenic,#FF4FA3
ibigckck-1,Granulosa: primordial follicle,#FDB462
ibiglpdh-1,Stroma: cortical,#9C27B0
ibihchhf-1,Stroma: cortical,#9C27B0
ibihfidh-1,Stroma: cortical,#9C27B0
ibihkddh-1,Stroma: cortical,#9C27B0
ibiidcgj-1,Stroma: cortical,#9C27B0
ibiiepib-1,Stroma: cortical,#9C27B0
ibiiimhc-1,Stroma: cortical,#9C27B0
ibiimcjo-1,Stroma: cortical,#9C27B0
ibijacam-1,Stroma: cortical,#9C27B0
ibijelmj-1,Stroma: cortical,#9C27B0
ibijheid-1,Granulosa: primordial follicle,#FDB462
ibijonao-1,Stroma: cortical,#9C27B0
ibikbboc-1,Granulosa: primordial follicle,#FDB462
ibikbifb-1,Stroma: cortical,#9C27B0
ibikhaeg-1,Stroma: cortical,#9C27B0
ibikkdai-1,Stroma: cortical,#9C27B0
ibiklheh-1,Stroma: cortical,#9C27B0
ibiknogm-1,Stroma: cortical,#9C27B0
ibilappc-1,Stroma: cortical,#9C27B0
ibildicm-1,Stroma: cortical,#9C27B0
ibildjok-1,Stroma: cortical,#9C27B0
ibilfbnn-1,Granulosa: primordial follicle,#FDB462
ibilkhop-1,Stroma: cortical,#9C27B0
ibilmckn-1,Stroma: cortical,#9C27B0
ibilnmbh-1,Stroma: cortical,#9C27B0
ibilohnh-1,Stroma: cortical,#9C27B0
ibilpege-1,Ambiguous_subcluster,#999999
ibilpfdo-1,Stroma: cortical,#9C27B0
ibimbhkp-1,Granulosa: primordial follicle,#FDB462
ibimchdj-1,Granulosa: primordial follicle,#FDB462
ibimejnb-1,Stroma: cortical,#9C27B0
ibimgake-1,Granulosa: primordial follicle,#FDB462
ibimippl-1,Granulosa: primordial follicle,#FDB462
ibimkjmn-1,Stroma: cortical,#9C27B0
ibimkppj-1,Stroma: cortical,#9C27B0
ibimmceh-1,Stroma: cortical,#9C27B0
ibimnabj-1,Stroma: cortical,#9C27B0
ibimnbal-1,Stroma: cortical,#9C27B0
ibinainc-1,Stroma: cortical,#9C27B0
ibincdcg-1,Stroma: cortical,#9C27B0
ibinchdo-1,Stroma: cortical,#9C27B0
ibindoaf-1,Stroma: cortical,#9C27B0
ibinmgdc-1,Stroma: cortical,#9C27B0
ibinnhno-1,Stroma: cortical,#9C27B0
ibinoljp-1,Stroma: cortical,#9C27B0
ibioapjn-1,Stroma: cortical,#9C27B0
ibioehnj-1,Stroma: cortical,#9C27B0
ibioeinj-1,Stroma: cortical,#9C27B0
ibioiach-1,Stroma: cortical,#9C27B0
ibiomfhg-1,Stroma: cortical,#9C27B0
ibiooema-1,Stroma: cortical,#9C27B0
ibipbipp-1,Stroma: cortical,#9C27B0
ibipdcej-1,Stroma: cortical,#9C27B0
ibipighj-1,Stroma: cortical,#9C27B0
ibipigkk-1,Stroma: cortical,#9C27B0
ibipjcim-1,Stroma: cortical,#9C27B0
ibipmgnj-1,Stroma: cortical,#9C27B0
ibipnjep-1,Stroma: cortical,#9C27B0
ibippfhc-1,Stroma: cortical,#9C27B0
ibjaadbc-1,Stroma: cortical,#9C27B0
ibjadgjn-1,Granulosa: primordial follicle,#FDB462
ibjakioc-1,Stroma: cortical,#9C27B0
ibjangce-1,Stroma: signaling,#6A3D9A
ibjapkel-1,Stroma: cortical,#9C27B0
ibjbggik-1,Stroma: cortical,#9C27B0
ibjbipnc-1,Stroma: cortical,#9C27B0
ibjbkjhm-1,Stroma: signaling,#6A3D9A
ibjccocf-1,Stroma: cortical,#9C27B0
ibjcemcd-1,Stroma: signaling,#6A3D9A
ibjdaidm-1,Granulosa: primordial follicle,#FDB462
ibjdamal-1,Granulosa: primordial follicle,#FDB462
ibjdekmo-1,Stroma: cortical,#9C27B0
ibjdgkfc-1,Ambiguous_subcluster,#999999
ibjdipek-1,Ambiguous_subcluster,#999999
ibjdmphd-1,Stroma: signaling,#6A3D9A
ibjdnhnl-1,Germ: primordial follicle oocytes,#2C7FB8
ibjdnkjn-1,Germ: pachytene/diplotene,#00C1A2
ibjdoemk-1,Granulosa: primordial follicle,#FDB462
ibjdohbn-1,Granulosa: primordial follicle,#FDB462
ibjeafmn-1,Germ: primordial follicle oocytes,#2C7FB8
ibjeaiko-1,Germ: pachytene/diplotene,#00C1A2
ibjeelgj-1,Germ: primordial follicle oocytes,#2C7FB8
ibjegapo-1,Ambiguous_subcluster,#999999
ibjeinla-1,Stroma: cortical,#9C27B0
ibjeiopn-1,Stroma: cortical,#9C27B0
ibjeklaj-1,Stroma: cortical,#9C27B0
ibjenbbo-1,Stroma: cortical,#9C27B0
ibjficbn-1,Stroma: cortical,#9C27B0
ibjfilpf-1,Stroma: cortical,#9C27B0
ibjfjipk-1,Endothelial: angiogenic,#FF4FA3
ibjfnhpa-1,Endothelial: angiogenic,#FF4FA3
ibjfoloh-1,Stroma: cortical,#9C27B0
ibjgabeb-1,Stroma: cortical,#9C27B0
ibjgadgo-1,Stroma: cortical,#9C27B0
ibjgafpm-1,Stroma: cortical,#9C27B0
ibjgemoj-1,Stroma: cortical,#9C27B0
ibjggomn-1,Stroma: cortical,#9C27B0
ibjgheme-1,Stroma: cortical,#9C27B0
ibjhdjaf-1,Stroma: cortical,#9C27B0
ibjhdold-1,Granulosa: primordial follicle,#FDB462
ibjheomm-1,Stroma: cortical,#9C27B0
ibjhihda-1,Granulosa: primordial follicle,#FDB462
ibjhkkod-1,Stroma: cortical,#9C27B0
ibjhlkmd-1,Granulosa: primordial follicle,#FDB462
ibjibpdi-1,Stroma: cortical,#9C27B0
ibjilocb-1,Granulosa: primordial follicle,#FDB462
ibjimamf-1,Granulosa: primordial follicle,#FDB462
ibjippkf-1,Stroma: cortical,#9C27B0
ibjjaeeh-1,Granulosa: primordial follicle,#FDB462
ibjjdaoi-1,Stroma: cortical,#9C27B0
ibjjhooi-1,Granulosa: primordial follicle,#FDB462
ibjjmbkp-1,Germ: primordial follicle oocytes,#2C7FB8
ibjjpmgd-1,Granulosa: primordial follicle,#FDB462
ibjkacen-1,Stroma: cortical,#9C27B0
ibjkaehe-1,Granulosa: primordial follicle,#FDB462
ibjkkfeo-1,Granulosa: primordial follicle,#FDB462
ibjkmmhm-1,Granulosa: primordial follicle,#FDB462
ibjkomfg-1,Stroma: cortical,#9C27B0
ibjlgheo-1,Stroma: cortical,#9C27B0
ibjliogn-1,Endothelial: angiogenic,#FF4FA3
ibjljcgc-1,Stroma: cortical,#9C27B0
ibjljieh-1,Stroma: cortical,#9C27B0
ibjljocb-1,Stroma: cortical,#9C27B0
ibjllnad-1,Stroma: cortical,#9C27B0
ibjlmbdl-1,Germ: pachytene/diplotene,#00C1A2
ibjlmkje-1,Granulosa: primordial follicle,#FDB462
ibjlonde-1,Granulosa: primordial follicle,#FDB462
ibjmcgma-1,Stroma: cortical,#9C27B0
ibjmelfo-1,Stroma: cortical,#9C27B0
ibjmknof-1,Granulosa: primordial follicle,#FDB462
ibjnffog-1,Granulosa: signaling,#D55E00
ibjnipmf-1,Germ: pachytene/diplotene,#00C1A2
ibjnjokm-1,Germ: stalled meiotic,#4DBBD5
ibjnkhld-1,Germ: stalled meiotic,#4DBBD5
ibjnlmfj-1,Germ: pachytene/diplotene,#00C1A2
ibjoaacb-1,Ambiguous_subcluster,#999999
ibjocfdh-1,Germ: stalled meiotic,#4DBBD5
ibjodaho-1,Granulosa: signaling,#D55E00
ibjodjlk-1,Germ: stalled meiotic,#4DBBD5
ibjogmfg-1,Germ: pachytene/diplotene,#00C1A2
ibjokjka-1,Germ: leptotene/zygotene,#00A087
ibjolihc-1,Granulosa: signaling,#D55E00
ibjooogl-1,Germ: pachytene/diplotene,#00C1A2
ibjpfbll-1,Ambiguous_subcluster,#999999
ibjppemc-1,Germ: pachytene/diplotene,#00C1A2
ibkadmfa-1,Germ: pachytene/diplotene,#00C1A2
ibkadnmi-1,Stroma: cortical,#9C27B0
ibkagadf-1,Granulosa: signaling,#D55E00
ibkahdob-1,Germ: pachytene/diplotene,#00C1A2
ibkahpgk-1,Germ: pachytene/diplotene,#00C1A2
ibkakjdo-1,Germ: stalled meiotic,#4DBBD5
ibkampma-1,Granulosa: primordial follicle,#FDB462
ibkandjh-1,Granulosa: signaling,#D55E00
ibkapnkm-1,Germ: stalled meiotic,#4DBBD5
ibkcedci-1,Stroma: cortical,#9C27B0
ibkcilcl-1,Germ: stalled meiotic,#4DBBD5
ibkclook-1,Granulosa: primordial follicle,#FDB462
ibkcoljo-1,Germ: stalled meiotic,#4DBBD5
ibkdaedd-1,Granulosa: primordial follicle,#FDB462
ibkdbebc-1,Germ: pachytene/diplotene,#00C1A2
ibkdebia-1,Germ: stalled meiotic,#4DBBD5
ibkdjgkk-1,Germ: pachytene/diplotene,#00C1A2
ibkdjjlh-1,Germ: pachytene/diplotene,#00C1A2
ibkecdlj-1,Germ: pachytene/diplotene,#00C1A2
ibkecnck-1,Ambiguous_subcluster,#999999
ibkecnnk-1,Germ: pachytene/diplotene,#00C1A2
ibkecnpj-1,Germ: leptotene/zygotene,#00A087
ibkeicci-1,Germ: pachytene/diplotene,#00C1A2
ibkenanp-1,Granulosa: signaling,#D55E00
ibkepbbi-1,Granulosa: signaling,#D55E00
ibkfcmkb-1,Stroma: cortical,#9C27B0
ibkfedan-1,Ambiguous_subcluster,#999999
ibkffolf-1,Ambiguous_subcluster,#999999
ibkfgaaf-1,Germ: primordial follicle oocytes,#2C7FB8
ibkfjmng-1,Granulosa: primordial follicle,#FDB462
ibkflppc-1,Granulosa: primordial follicle,#FDB462
ibkfoimh-1,Granulosa: primordial follicle,#FDB462
ibkggdmi-1,Granulosa: primordial follicle,#FDB462
ibkghpka-1,Germ: primordial follicle oocytes,#2C7FB8
ibkgloif-1,Granulosa: primordial follicle,#FDB462
ibkgngof-1,Germ: pachytene/diplotene,#00C1A2
ibkhafel-1,Germ: primordial follicle oocytes,#2C7FB8
ibkhcjhd-1,Stroma: cortical,#9C27B0
ibkhcpki-1,Granulosa: primordial follicle,#FDB462
ibkhildh-1,Granulosa: primordial follicle,#FDB462
ibkhkjke-1,Germ: pachytene/diplotene,#00C1A2
ibkhpikc-1,Germ: primordial follicle oocytes,#2C7FB8
ibkibodl-1,Germ: primordial follicle oocytes,#2C7FB8
ibkieehe-1,Germ: pachytene/diplotene,#00C1A2
ibkiepae-1,Ambiguous_subcluster,#999999
ibkifllm-1,Granulosa: primordial follicle,#FDB462
ibkiipkd-1,Germ: pachytene/diplotene,#00C1A2
ibkimeej-1,Granulosa: primordial follicle,#FDB462
ibkjgmmo-1,Granulosa: primordial follicle,#FDB462
ibkjhogb-1,Granulosa: primordial follicle,#FDB462
ibkjmjnc-1,Granulosa: primordial follicle,#FDB462
ibkjmoae-1,Stroma: cortical,#9C27B0
ibkjnmhe-1,Germ: primordial follicle oocytes,#2C7FB8
ibkkbfnb-1,Germ: pachytene/diplotene,#00C1A2
ibkkdgem-1,Ambiguous_subcluster,#999999
ibkknijl-1,Germ: pachytene/diplotene,#00C1A2
ibkkpikn-1,Granulosa: primordial follicle,#FDB462
ibklddee-1,Germ: pachytene/diplotene,#00C1A2
ibklpjdo-1,Granulosa: primordial follicle,#FDB462
ibkmccia-1,Ambiguous_subcluster,#999999
ibkmfnha-1,Stroma: cortical,#9C27B0
ibkmgpad-1,Granulosa: primordial follicle,#FDB462
ibkmhlmb-1,Granulosa: primordial follicle,#FDB462
ibkmjcek-1,Granulosa: primordial follicle,#FDB462
ibkmkdie-1,Stroma: cortical,#9C27B0
ibkmpfli-1,Stroma: cortical,#9C27B0
ibknecao-1,Germ: primordial follicle oocytes,#2C7FB8
ibknegab-1,Endothelial: angiogenic,#FF4FA3
ibknjpci-1,Stroma: cortical,#9C27B0
ibknlkdp-1,Ambiguous_subcluster,#999999
ibkoglok-1,Stroma: cortical,#9C27B0
ibkpalje-1,Granulosa: primordial follicle,#FDB462
ibkpbnom-1,Germ: pachytene/diplotene,#00C1A2
ibkplnfn-1,Germ: primordial follicle oocytes,#2C7FB8
ibkpojjp-1,Ambiguous_subcluster,#999999
iblaakpf-1,Stroma: cortical,#9C27B0
iblaeakd-1,Germ: primordial follicle oocytes,#2C7FB8
iblagcne-1,Germ: primordial follicle oocytes,#2C7FB8
iblbchjb-1,Germ: pachytene/diplotene,#00C1A2
iblbelgd-1,Germ: primordial follicle oocytes,#2C7FB8
iblbkjbh-1,Stroma: cortical,#9C27B0
iblbnomb-1,Stroma: cortical,#9C27B0
iblcdndk-1,Stroma: cortical,#9C27B0
iblciccn-1,Germ: primordial follicle oocytes,#2C7FB8
iblckpfd-1,Stroma: cortical,#9C27B0
ibldcelk-1,Stroma: cortical,#9C27B0
iblddhik-1,Stroma: cortical,#9C27B0
ibldfgjf-1,Granulosa: primordial follicle,#FDB462
ibldfogl-1,Germ: pachytene/diplotene,#00C1A2
ibldhhbp-1,Germ: pachytene/diplotene,#00C1A2
ibldkadc-1,Germ: primordial follicle oocytes,#2C7FB8
ibldogma-1,Ambiguous_subcluster,#999999
ibleakce-1,Granulosa: primordial follicle,#FDB462
iblejado-1,Germ: primordial follicle oocytes,#2C7FB8
iblejohg-1,Stroma: cortical,#9C27B0
ibleocoi-1,Granulosa: primordial follicle,#FDB462
ibleodmm-1,Stroma: cortical,#9C27B0
iblfaalj-1,Granulosa: primordial follicle,#FDB462
iblfbgnk-1,Ambiguous_subcluster,#999999
iblfebpd-1,Stroma: cortical,#9C27B0
iblfgcmi-1,Granulosa: primordial follicle,#FDB462
iblfigok-1,Stroma: cortical,#9C27B0
iblfmcff-1,Stroma: cortical,#9C27B0
iblfmhgf-1,Granulosa: primordial follicle,#FDB462
iblfnoic-1,Ambiguous_subcluster,#999999
iblfplka-1,Granulosa: primordial follicle,#FDB462
iblgdbeg-1,Stroma: cortical,#9C27B0
iblgdome-1,Stroma: cortical,#9C27B0
iblghlnj-1,Stroma: cortical,#9C27B0
iblhdmpo-1,Stroma: cortical,#9C27B0
iblhfjep-1,Stroma: cortical,#9C27B0
iblhfmef-1,Stroma: cortical,#9C27B0
iblhfofl-1,Stroma: cortical,#9C27B0
iblhjpcc-1,Stroma: cortical,#9C27B0
iblhodin-1,Stroma: cortical,#9C27B0
iblibfnb-1,Granulosa: primordial follicle,#FDB462
iblicleo-1,Germ: pachytene/diplotene,#00C1A2
ibliegag-1,Granulosa: primordial follicle,#FDB462
iblifing-1,Granulosa: primordial follicle,#FDB462
ibligeon-1,Granulosa: primordial follicle,#FDB462
iblijpgh-1,Ambiguous_subcluster,#999999
iblikhak-1,Granulosa: signaling,#D55E00
iblindjb-1,Granulosa: primordial follicle,#FDB462
ibliopdl-1,Granulosa: primordial follicle,#FDB462
ibliophj-1,Granulosa: primordial follicle,#FDB462
ibljaiof-1,Granulosa: primordial follicle,#FDB462
ibljaldf-1,Stroma: cortical,#9C27B0
ibljfkef-1,Stroma: cortical,#9C27B0
ibljhpgb-1,Stroma: cortical,#9C27B0
ibljndah-1,Stroma: cortical,#9C27B0
iblkdccb-1,Germ: primordial follicle oocytes,#2C7FB8
iblkdieb-1,Granulosa: primordial follicle,#FDB462
iblkdlhe-1,Stroma: cortical,#9C27B0
iblkekdg-1,Granulosa: primordial follicle,#FDB462
iblknfnf-1,Stroma: cortical,#9C27B0
iblknoji-1,Stroma: cortical,#9C27B0
iblknpnm-1,Stroma: cortical,#9C27B0
iblkolia-1,Stroma: cortical,#9C27B0
ibllehea-1,Stroma: cortical,#9C27B0
ibllhihj-1,Stroma: cortical,#9C27B0
iblljmho-1,Stroma: cortical,#9C27B0
ibllpldo-1,Stroma: cortical,#9C27B0
iblmppab-1,Stroma: cortical,#9C27B0
iblngica-1,Granulosa: primordial follicle,#FDB462
iblnjkfb-1,Granulosa: primordial follicle,#FDB462
ibloehhl-1,Granulosa: primordial follicle,#FDB462
ibloffmm-1,Granulosa: primordial follicle,#FDB462
iblofpke-1,Granulosa: primordial follicle,#FDB462
iblogogm-1,Germ: primordial follicle oocytes,#2C7FB8
ibloijbj-1,Germ: primordial follicle oocytes,#2C7FB8
iblolkgd-1,Stroma: cortical,#9C27B0
iblomoec-1,Granulosa: primordial follicle,#FDB462
iblonmlh-1,Granulosa: primordial follicle,#FDB462
ibloonko-1,Germ: pachytene/diplotene,#00C1A2
iblpcfmc-1,Granulosa: primordial follicle,#FDB462
iblpcjda-1,Granulosa: primordial follicle,#FDB462
iblphjbn-1,Germ: primordial follicle oocytes,#2C7FB8
iblpjgae-1,Stroma: cortical,#9C27B0
iblpkdod-1,Stroma: cortical,#9C27B0
iblplbon-1,Ambiguous_subcluster,#999999
iblpleeh-1,Stroma: cortical,#9C27B0
iblpodkk-1,Stroma: cortical,#9C27B0
iblppehi-1,Germ: pachytene/diplotene,#00C1A2
iblpphgb-1,Granulosa: primordial follicle,#FDB462
ibmaalek-1,Stroma: cortical,#9C27B0
ibmadfcm-1,Stroma: cortical,#9C27B0
ibmadgfm-1,Ambiguous_subcluster,#999999
ibmagmlg-1,Endothelial: angiogenic,#FF4FA3
ibmaihga-1,Germ: pachytene/diplotene,#00C1A2
ibmajnkc-1,Stroma: cortical,#9C27B0
ibmakjjj-1,Stroma: cortical,#9C27B0
ibmakkkh-1,Stroma: cortical,#9C27B0
ibmalfgb-1,Stroma: cortical,#9C27B0
ibmbbcbi-1,Granulosa: primordial follicle,#FDB462
ibmbcpcl-1,Stroma: cortical,#9C27B0
ibmbjlca-1,Granulosa: primordial follicle,#FDB462
ibmboink-1,Stroma: cortical,#9C27B0
ibmcamok-1,Granulosa: primordial follicle,#FDB462
ibmcbfcm-1,Stroma: cortical,#9C27B0
ibmcdbaf-1,Stroma: cortical,#9C27B0
ibmcligj-1,Stroma: cortical,#9C27B0
ibmclike-1,Stroma: cortical,#9C27B0
ibmcmpka-1,Stroma: cortical,#9C27B0
ibmcojio-1,Stroma: cortical,#9C27B0
ibmcpjal-1,Germ: primordial follicle oocytes,#2C7FB8
ibmdicgi-1,Germ: pachytene/diplotene,#00C1A2
ibmdolkp-1,Granulosa: primordial follicle,#FDB462
ibmdomff-1,Germ: pachytene/diplotene,#00C1A2
ibmeapil-1,Granulosa: primordial follicle,#FDB462
ibmednbo-1,Stroma: cortical,#9C27B0
ibmeeeop-1,Granulosa: primordial follicle,#FDB462
ibmeemac-1,Germ: primordial follicle oocytes,#2C7FB8
ibmefigc-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
ibmeikia-1,Stroma: cortical,#9C27B0
ibmejcec-1,Germ: stalled meiotic,#4DBBD5
ibmfanei-1,Granulosa: supportive pre-granulosa,#E69F00
ibmfcpae-1,Germ: stalled meiotic,#4DBBD5
ibmgacnf-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
ibmgbbei-1,Germ: stalled meiotic,#4DBBD5
ibmgfcnc-1,Endothelial: angiogenic,#FF4FA3
ibmgjdke-1,Germ: primordial follicle oocytes,#2C7FB8
