cell_id,group,color
aafohhok-1,Granulosa: supportive pre-granulosa,#E69F00
aafonnop-1,Ambiguous_subcluster,#999999
aafopkjb-1,Granulosa: primordial follicle,#FDB462
aafpddkl-1,Granulosa: signaling,#D55E00
aafpfcfb-1,Granulosa: supportive pre-granulosa,#E69F00
aafphhnk-1,Granulosa: signaling,#D55E00
aafphhnp-1,Granulosa: supportive pre-granulosa,#E69F00
aafpiapj-1,Endothelial: angiogenic,#FF4FA3
aafpikej-1,Endothelial: angiogenic,#FF4FA3
aafpnaah-1,Endothelial: angiogenic,#FF4FA3
aagadagk-1,Stroma: cortical,#9C27B0
aagaheff-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
aagbcffm-1,Granulosa: primordial follicle,#FDB462
aagbfglh-1,Germ: stalled meiotic,#4DBBD5
aagbghmf-1,Granulosa: primordial follicle,#FDB462
aagbgjgp-1,Granulosa: primordial follicle,#FDB462
aagbinal-1,Granulosa: signaling,#D55E00
aagcemoa-1,Granulosa: primordial follicle,#FDB462
aagcenml-1,Granulosa: primordial follicle,#FDB462
aagcfakd-1,Endothelial: angiogenic,#FF4FA3
aagchdgp-1,Granulosa: primordial follicle,#FDB462
aagchogd-1,Stroma: cortical,#9C27B0
aagcifjg-1,Granulosa: supportive pre-granulosa,#E69F00
aagdfboi-1,Granulosa: primordial follicle,#FDB462
aagdfpkn-1,Granulosa: primordial follicle,#FDB462
aagdhekb-1,Endothelial: angiogenic,#FF4FA3
aagdkplc-1,Granulosa: primordial follicle,#FDB462
aagdnaod-1,Granulosa: primordial follicle,#FDB462
aagdpflj-1,Endothelial: angiogenic,#FF4FA3
aagefmga-1,Stroma: cortical,#9C27B0
aagegdhb-1,Granulosa: primordial follicle,#FDB462
aagehclk-1,Granulosa: primordial follicle,#FDB462
aageipll-1,Granulosa: primordial follicle,#FDB462
aagepcec-1,Stroma: cortical,#9C27B0
aagfakma-1,Stroma: cortical,#9C27B0
aagfcega-1,Stroma: cortical,#9C27B0
aagfglab-1,Granulosa: primordial follicle,#FDB462
aagfiipp-1,Granulosa: primordial follicle,#FDB462
aagfjadl-1,Granulosa: primordial follicle,#FDB462
aagfpgao-1,Granulosa: primordial follicle,#FDB462
aaggbbgm-1,Granulosa: primordial follicle,#FDB462
aaggealj-1,Granulosa: primordial follicle,#FDB462
aaggegoj-1,Stroma: cortical,#9C27B0
aagghfad-1,Stroma: cortical,#9C27B0
aaggonij-1,Granulosa: primordial follicle,#FDB462
aaghbjam-1,Granulosa: primordial follicle,#FDB462
aaghbpoc-1,Granulosa: primordial follicle,#FDB462
aaghcmdf-1,Stroma: cortical,#9C27B0
aaghdnco-1,Granulosa: primordial follicle,#FDB462
aaghekni-1,Granulosa: primordial follicle,#FDB462
aaghfaaj-1,Stroma: cortical,#9C27B0
aaghgfdh-1,Granulosa: primordial follicle,#FDB462
aaghhdin-1,Granulosa: primordial follicle,#FDB462
aaghihmi-1,Granulosa: supportive pre-granulosa,#E69F00
aaghjbac-1,Stroma: cortical,#9C27B0
aaghmnfg-1,Stroma: cortical,#9C27B0
aagicill-1,Stroma: cortical,#9C27B0
aagihogk-1,Granulosa: primordial follicle,#FDB462
aaginoei-1,Granulosa: primordial follicle,#FDB462
aagiomdp-1,Ambiguous_subcluster,#999999
aagjfofj-1,Granulosa: primordial follicle,#FDB462
aagjmaha-1,Granulosa: primordial follicle,#FDB462
aagjmcki-1,Granulosa: primordial follicle,#FDB462
aagjmoga-1,Endothelial: angiogenic,#FF4FA3
aagjpagm-1,Stroma: cortical,#9C27B0
aagkcafa-1,Granulosa: primordial follicle,#FDB462
aagkfbcl-1,Stroma: cortical,#9C27B0
aagkjnld-1,Granulosa: primordial follicle,#FDB462
aagkokld-1,Granulosa: primordial follicle,#FDB462
aagkpiom-1,Ambiguous_subcluster,#999999
aaglbbin-1,Granulosa: primordial follicle,#FDB462
aaglceeh-1,Granulosa: primordial follicle,#FDB462
aagldldp-1,Granulosa: primordial follicle,#FDB462
aaglfaoo-1,Granulosa: primordial follicle,#FDB462
aaglgokg-1,Granulosa: primordial follicle,#FDB462
aagllmpm-1,Granulosa: primordial follicle,#FDB462
aaglnibl-1,Granulosa: signaling,#D55E00
aaglpjjb-1,Granulosa: epithelial-like,#F28E2B
aagmbacg-1,Germ: stalled meiotic,#4DBBD5
aagmcdfl-1,Granulosa: supportive pre-granulosa,#E69F00
aagmekdm-1,Granulosa: signaling,#D55E00
aagmichm-1,Germ: pachytene/diplotene,#00C1A2
aagmicjp-1,Granulosa: primordial follicle,#FDB462
aagmkmkd-1,Granulosa: primordial follicle,#FDB462
aagmnfip-1,Granulosa: primordial follicle,#FDB462
aagmnokh-1,Stroma: cortical,#9C27B0
aagmompc-1,Stroma: cortical,#9C27B0
aagmoofd-1,Stroma: cortical,#9C27B0
aagmpago-1,Granulosa: primordial follicle,#FDB462
aagnanfg-1,Granulosa: primordial follicle,#FDB462
aagnlkip-1,Granulosa: primordial follicle,#FDB462
aagobhhe-1,Granulosa: signaling,#D55E00
aagocpeg-1,Granulosa: supportive pre-granulosa,#E69F00
aagohpgi-1,Endothelial: angiogenic,#FF4FA3
aagokdbh-1,Granulosa: signaling,#D55E00
aagolkcd-1,Germ: stalled meiotic,#4DBBD5
aagolnje-1,Germ: pachytene/diplotene,#00C1A2
aagonfea-1,Mural: contractile VSMC,#B22222
aagpbanj-1,Granulosa: primordial follicle,#FDB462
aagpeklj-1,Stroma: cortical,#9C27B0
aagpkidn-1,Granulosa: supportive pre-granulosa,#E69F00
aagpljka-1,Granulosa: signaling,#D55E00
aagpmkjm-1,Stroma: cortical,#9C27B0
aagppgaj-1,Granulosa: supportive pre-granulosa,#E69F00
aahagmfk-1,Granulosa: primordial follicle,#FDB462
aahajogn-1,Granulosa: primordial follicle,#FDB462
aahbaceb-1,Granulosa: primordial follicle,#FDB462
aahbpjof-1,Granulosa: primordial follicle,#FDB462
aahcdgbf-1,Stroma: cortical,#9C27B0
aahcfdjc-1,Granulosa: primordial follicle,#FDB462
aahchejk-1,Granulosa: primordial follicle,#FDB462
aahcjnon-1,Granulosa: primordial follicle,#FDB462
aahcllji-1,Granulosa: primordial follicle,#FDB462
aahcpaei-1,Granulosa: primordial follicle,#FDB462
aahcpopn-1,Granulosa: primordial follicle,#FDB462
aahdaelo-1,Granulosa: primordial follicle,#FDB462
aahdamfl-1,Granulosa: primordial follicle,#FDB462
aahdfijn-1,Granulosa: primordial follicle,#FDB462
aahdkhoj-1,Granulosa: primordial follicle,#FDB462
aahdljea-1,Granulosa: primordial follicle,#FDB462
aahdnpjn-1,Stroma: cortical,#9C27B0
aahdoaii-1,Granulosa: primordial follicle,#FDB462
aahdphcj-1,Granulosa: primordial follicle,#FDB462
aahefipi-1,Stroma: cortical,#9C27B0
aahengjn-1,Stroma: cortical,#9C27B0
aahfgnmk-1,Stroma: cortical,#9C27B0
aahfibol-1,Granulosa: primordial follicle,#FDB462
aahfnnkf-1,Granulosa: primordial follicle,#FDB462
aahgadal-1,Granulosa: primordial follicle,#FDB462
aahgailj-1,Ambiguous_subcluster,#999999
aahganfd-1,Granulosa: supportive pre-granulosa,#E69F00
aahgckob-1,Stroma: cortical,#9C27B0
aahgflkd-1,Granulosa: supportive pre-granulosa,#E69F00
aahgmlbd-1,Granulosa: primordial follicle,#FDB462
aahgnkab-1,Germ: pachytene/diplotene,#00C1A2
aahhcfnb-1,Granulosa: primordial follicle,#FDB462
aahhckgg-1,Granulosa: supportive pre-granulosa,#E69F00
aahhdlpo-1,Granulosa: signaling,#D55E00
aahhldhj-1,Granulosa: signaling,#D55E00
aahihphk-1,Granulosa: signaling,#D55E00
aahijbfj-1,Granulosa: supportive pre-granulosa,#E69F00
aahiklkh-1,Granulosa: supportive pre-granulosa,#E69F00
aahilocn-1,Granulosa: signaling,#D55E00
aahjaalp-1,Granulosa: signaling,#D55E00
aahjbabi-1,Germ: stalled meiotic,#4DBBD5
aahjcaij-1,Ambiguous_subcluster,#999999
aahjelfk-1,Granulosa: supportive pre-granulosa,#E69F00
aahkbgpp-1,Granulosa: supportive pre-granulosa,#E69F00
aahkbngi-1,Granulosa: primordial follicle,#FDB462
aahkdced-1,Granulosa: supportive pre-granulosa,#E69F00
aahkjboo-1,Granulosa: primordial follicle,#FDB462
aahkkjfc-1,Granulosa: supportive pre-granulosa,#E69F00
aahklomm-1,Granulosa: supportive pre-granulosa,#E69F00
aahkmago-1,Granulosa: primordial follicle,#FDB462
aahlghkf-1,Germ: primordial follicle oocytes,#2C7FB8
aahlichj-1,Granulosa: primordial follicle,#FDB462
aahlljph-1,Granulosa: primordial follicle,#FDB462
aahlpcho-1,Granulosa: primordial follicle,#FDB462
aahlplpn-1,Stroma: cortical,#9C27B0
aahmaegn-1,Granulosa: supportive pre-granulosa,#E69F00
aahmaele-1,Granulosa: primordial follicle,#FDB462
aahmblaa-1,Germ: pachytene/diplotene,#00C1A2
aahmgcgk-1,Granulosa: primordial follicle,#FDB462
aahmjlna-1,Granulosa: supportive pre-granulosa,#E69F00
aahmohja-1,Granulosa: primordial follicle,#FDB462
aahnfhpl-1,Granulosa: supportive pre-granulosa,#E69F00
aahnkefb-1,Granulosa: primordial follicle,#FDB462
aahoenme-1,Stroma: cortical,#9C27B0
aaholnjl-1,Granulosa: primordial follicle,#FDB462
aahpeolp-1,Granulosa: primordial follicle,#FDB462
aahpkmoj-1,Stroma: cortical,#9C27B0
aahpoemm-1,Granulosa: primordial follicle,#FDB462
aahpolga-1,Germ: primordial follicle oocytes,#2C7FB8
aahppbpb-1,Granulosa: primordial follicle,#FDB462
aaiaadnj-1,Granulosa: primordial follicle,#FDB462
aaiaeagd-1,Stroma: medullary,#7B61FF
aaiafgbi-1,Stroma: medullary,#7B61FF
aaiapadh-1,Stroma: cortical,#9C27B0
aaibadbg-1,Granulosa: primordial follicle,#FDB462
aaibapgg-1,Granulosa: primordial follicle,#FDB462
aaibedbn-1,Granulosa: primordial follicle,#FDB462
aaibidnk-1,Granulosa: primordial follicle,#FDB462
aaibjaij-1,Granulosa: primordial follicle,#FDB462
aaibmfhj-1,Granulosa: primordial follicle,#FDB462
aaibnjhk-1,Granulosa: primordial follicle,#FDB462
aaibppnd-1,Germ: primordial follicle oocytes,#2C7FB8
aaiccakl-1,Granulosa: primordial follicle,#FDB462
aaicdhcp-1,Stroma: cortical,#9C27B0
aaicdokg-1,Granulosa: primordial follicle,#FDB462
aaicfhko-1,Stroma: cortical,#9C27B0
aaicjpne-1,Ambiguous_subcluster,#999999
aaiclmpc-1,Granulosa: primordial follicle,#FDB462
aaicmjak-1,Stroma: cortical,#9C27B0
aaicnkkp-1,Granulosa: primordial follicle,#FDB462
aaidddab-1,Granulosa: primordial follicle,#FDB462
aaidflpj-1,Granulosa: primordial follicle,#FDB462
aaidfmpf-1,Granulosa: supportive pre-granulosa,#E69F00
aaidhdmd-1,Granulosa: primordial follicle,#FDB462
aaidhpdc-1,Ambiguous_subcluster,#999999
aaidjanj-1,Stroma: cortical,#9C27B0
aaidjlpc-1,Stroma: cortical,#9C27B0
aaiebcge-1,Granulosa: primordial follicle,#FDB462
aaiebohf-1,Granulosa: primordial follicle,#FDB462
aaieidab-1,Granulosa: supportive pre-granulosa,#E69F00
aaielndf-1,Germ: stalled meiotic,#4DBBD5
aaieopci-1,Granulosa: supportive pre-granulosa,#E69F00
aaifakhl-1,Granulosa: supportive pre-granulosa,#E69F00
aaiffakn-1,Granulosa: epithelial-like,#F28E2B
aaiffjfo-1,Germ: stalled meiotic,#4DBBD5
aaiffohn-1,Granulosa: signaling,#D55E00
aaifilkg-1,Germ: stalled meiotic,#4DBBD5
aaifmjpp-1,Germ: stalled meiotic,#4DBBD5
aaifoaie-1,Germ: stalled meiotic,#4DBBD5
aaigfagd-1,Granulosa: supportive pre-granulosa,#E69F00
aaighean-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
aaigkgoa-1,Ambiguous_subcluster,#999999
aaigmfhp-1,Endothelial: angiogenic,#FF4FA3
aaigmoea-1,Granulosa: signaling,#D55E00
aaihcemo-1,Granulosa: primordial follicle,#FDB462
aaihhaba-1,Stroma: cortical,#9C27B0
aaihojpo-1,Granulosa: signaling,#D55E00
aaiiddie-1,Stroma: cortical,#9C27B0
aaiiddnf-1,Granulosa: primordial follicle,#FDB462
aaiidicl-1,Granulosa: primordial follicle,#FDB462
aaiieabe-1,Granulosa: primordial follicle,#FDB462
aaiielod-1,Granulosa: primordial follicle,#FDB462
aaiifcnj-1,Granulosa: primordial follicle,#FDB462
aaiioene-1,Germ: pachytene/diplotene,#00C1A2
aaijbkfc-1,Granulosa: primordial follicle,#FDB462
aaijcbio-1,Granulosa: primordial follicle,#FDB462
aaijdbbh-1,Granulosa: primordial follicle,#FDB462
aaijgiah-1,Stroma: cortical,#9C27B0
aaijgiap-1,Ambiguous_subcluster,#999999
aaijhlch-1,Stroma: cortical,#9C27B0
aaijhojg-1,Granulosa: signaling,#D55E00
aaijmnmp-1,Germ: stalled meiotic,#4DBBD5
aaijpakl-1,Granulosa: supportive pre-granulosa,#E69F00
aaijpbgj-1,Germ: stalled meiotic,#4DBBD5
aaikaflo-1,Stroma: cortical,#9C27B0
aaikboke-1,Granulosa: primordial follicle,#FDB462
aaikglen-1,Granulosa: primordial follicle,#FDB462
aaikmfia-1,Granulosa: primordial follicle,#FDB462
aaiknjgb-1,Stroma: cortical,#9C27B0
aailgodi-1,Granulosa: primordial follicle,#FDB462
aailmban-1,Ambiguous_subcluster,#999999
aailmoge-1,Ambiguous_subcluster,#999999
aaimhokm-1,Granulosa: primordial follicle,#FDB462
aaimlehl-1,Granulosa: primordial follicle,#FDB462
aainbbek-1,Germ: primordial follicle oocytes,#2C7FB8
aaindbmp-1,Germ: primordial follicle oocytes,#2C7FB8
aainfjpk-1,Granulosa: supportive pre-granulosa,#E69F00
aainplkf-1,Granulosa: primordial follicle,#FDB462
aaioeilf-1,Granulosa: supportive pre-granulosa,#E69F00
aaionbgp-1,Stroma: cortical,#9C27B0
aaioofne-1,Granulosa: primordial follicle,#FDB462
aaiopdmh-1,Stroma: cortical,#9C27B0
aaipbfck-1,Granulosa: supportive pre-granulosa,#E69F00
aaipjjno-1,Stroma: cortical,#9C27B0
aaipmajn-1,Mural: contractile VSMC,#B22222
aaippghe-1,Stroma: cortical,#9C27B0
aaipphgj-1,Granulosa: supportive pre-granulosa,#E69F00
aajaamlk-1,Ambiguous_subcluster,#999999
aajaeolp-1,Granulosa: supportive pre-granulosa,#E69F00
aajagela-1,Stroma: cortical,#9C27B0
aajaglbo-1,Granulosa: primordial follicle,#FDB462
aajameee-1,Stroma: cortical,#9C27B0
aajamidg-1,Granulosa: primordial follicle,#FDB462
aajapjlh-1,Granulosa: primordial follicle,#FDB462
aajbbaio-1,Granulosa: primordial follicle,#FDB462
aajbepll-1,Granulosa: primordial follicle,#FDB462
aajbgjfb-1,Granulosa: primordial follicle,#FDB462
aajbgjgj-1,Granulosa: supportive pre-granulosa,#E69F00
aajbgokc-1,Stroma: cortical,#9C27B0
aajbjehk-1,Granulosa: signaling,#D55E00
aajbjjog-1,Granulosa: primordial follicle,#FDB462
aajbjpod-1,Granulosa: signaling,#D55E00
aajbkhbp-1,Stroma: cortical,#9C27B0
aajbklia-1,Granulosa: primordial follicle,#FDB462
aajbmcee-1,Granulosa: signaling,#D55E00
aajbmjpf-1,Granulosa: epithelial-like,#F28E2B
aajbnihn-1,Granulosa: signaling,#D55E00
aajboddj-1,Granulosa: signaling,#D55E00
aajbpocm-1,Granulosa: primordial follicle,#FDB462
aajceddi-1,Granulosa: primordial follicle,#FDB462
aajcfpkn-1,Stroma: cortical,#9C27B0
aajchjkl-1,Granulosa: primordial follicle,#FDB462
aajclhjn-1,Granulosa: signaling,#D55E00
aajclocg-1,Granulosa: supportive pre-granulosa,#E69F00
aajcnffk-1,Granulosa: supportive pre-granulosa,#E69F00
aajcokpg-1,Granulosa: primordial follicle,#FDB462
aajdaefk-1,Germ: stalled meiotic,#4DBBD5
aajdhbol-1,Granulosa: supportive pre-granulosa,#E69F00
aajdkebi-1,Germ: stalled meiotic,#4DBBD5
aajdloac-1,Germ: stalled meiotic,#4DBBD5
aajebfdm-1,Stroma: cortical,#9C27B0
aajebpma-1,Granulosa: supportive pre-granulosa,#E69F00
aajedcha-1,Germ: primordial follicle oocytes,#2C7FB8
aajefomd-1,Granulosa: supportive pre-granulosa,#E69F00
aajejahg-1,Germ: stalled meiotic,#4DBBD5
aajelegg-1,Granulosa: supportive pre-granulosa,#E69F00
aajenlio-1,Granulosa: epithelial-like,#F28E2B
aajepfji-1,Granulosa: supportive pre-granulosa,#E69F00
aajepknk-1,Ambiguous_subcluster,#999999
aajfjlcj-1,Granulosa: signaling,#D55E00
aajfmnmp-1,Germ: stalled meiotic,#4DBBD5
aajfnpcm-1,Granulosa: supportive pre-granulosa,#E69F00
aajfplki-1,Granulosa: signaling,#D55E00
aajgeddm-1,Granulosa: supportive pre-granulosa,#E69F00
aajgeila-1,Granulosa: supportive pre-granulosa,#E69F00
aajhadkc-1,Granulosa: signaling,#D55E00
aajhgfbm-1,Granulosa: supportive pre-granulosa,#E69F00
aajhkapg-1,Stroma: cortical,#9C27B0
aajhkgcj-1,Granulosa: supportive pre-granulosa,#E69F00
aajhmchc-1,Granulosa: supportive pre-granulosa,#E69F00
aajiajfd-1,Granulosa: primordial follicle,#FDB462
aajigmhm-1,Granulosa: supportive pre-granulosa,#E69F00
aajilnid-1,Granulosa: supportive pre-granulosa,#E69F00
aajimiii-1,Granulosa: signaling,#D55E00
aajipnlf-1,Granulosa: supportive pre-granulosa,#E69F00
aajjcool-1,Granulosa: supportive pre-granulosa,#E69F00
aajjeool-1,Granulosa: epithelial-like,#F28E2B
aajjhiio-1,Granulosa: epithelial-like,#F28E2B
aajjmhjf-1,Granulosa: supportive pre-granulosa,#E69F00
aajjoelc-1,Endothelial: angiogenic,#FF4FA3
aajkdlel-1,Granulosa: signaling,#D55E00
aajkepjh-1,Germ: stalled meiotic,#4DBBD5
aajkgpfj-1,Stroma: cortical,#9C27B0
aajkhgbc-1,Stroma: cortical,#9C27B0
aajknoii-1,Granulosa: primordial follicle,#FDB462
aajladcm-1,Granulosa: primordial follicle,#FDB462
aajldifh-1,Granulosa: primordial follicle,#FDB462
aajlhpfn-1,Granulosa: primordial follicle,#FDB462
aajllemb-1,Stroma: cortical,#9C27B0
aajmbofb-1,Granulosa: primordial follicle,#FDB462
aajmfbme-1,Granulosa: primordial follicle,#FDB462
aajmnpib-1,Granulosa: primordial follicle,#FDB462
aajmoblj-1,Granulosa: primordial follicle,#FDB462
aajnbcoh-1,Granulosa: primordial follicle,#FDB462
aajnhmel-1,Stroma: cortical,#9C27B0
aajnidbc-1,Granulosa: primordial follicle,#FDB462
aajnljca-1,Stroma: signaling,#6A3D9A
aajnmghe-1,Granulosa: primordial follicle,#FDB462
aajnpkkj-1,Granulosa: primordial follicle,#FDB462
aajodlel-1,Granulosa: primordial follicle,#FDB462
aajoeabe-1,Stroma: cortical,#9C27B0
aajojjob-1,Stroma: cortical,#9C27B0
aajommfi-1,Stroma: proliferative progenitors,#8E63CE
aajopnfo-1,Granulosa: primordial follicle,#FDB462
aajpagfi-1,Granulosa: primordial follicle,#FDB462
aajpgkdn-1,Granulosa: primordial follicle,#FDB462
aajphmlm-1,Granulosa: primordial follicle,#FDB462
aajpimdn-1,Granulosa: primordial follicle,#FDB462
aajpmepa-1,Endothelial: angiogenic,#FF4FA3
aajpnopb-1,Germ: pachytene/diplotene,#00C1A2
aajpogln-1,Germ: primordial follicle oocytes,#2C7FB8
aajppdac-1,Granulosa: primordial follicle,#FDB462
aakachgf-1,Germ: primordial follicle oocytes,#2C7FB8
aakafkcg-1,Granulosa: primordial follicle,#FDB462
aakaommf-1,Stroma: cortical,#9C27B0
aakbjbli-1,Stroma: cortical,#9C27B0
aakbodac-1,Granulosa: signaling,#D55E00
aakbpjgl-1,Stroma: cortical,#9C27B0
aakcbgnj-1,Granulosa: primordial follicle,#FDB462
aakcglaj-1,Germ: pachytene/diplotene,#00C1A2
aakcgpjk-1,Granulosa: primordial follicle,#FDB462
aakcjddi-1,Mural: pericytes,#E41A1C
aakdaiel-1,Mural: pericytes,#E41A1C
aakdbkim-1,Mural: contractile VSMC,#B22222
aakdclmm-1,Endothelial: angiogenic,#FF4FA3
aakdhobl-1,Granulosa: primordial follicle,#FDB462
aakdjhnm-1,Granulosa: primordial follicle,#FDB462
aakdmmho-1,Granulosa: primordial follicle,#FDB462
aakdpggb-1,Granulosa: primordial follicle,#FDB462
aakdpmoa-1,Granulosa: primordial follicle,#FDB462
aakebdie-1,Granulosa: primordial follicle,#FDB462
aakeemch-1,Granulosa: signaling,#D55E00
aakeflhf-1,Stroma: cortical,#9C27B0
aakeiemi-1,Germ: pachytene/diplotene,#00C1A2
aakelamk-1,Granulosa: primordial follicle,#FDB462
aakfdidj-1,Granulosa: primordial follicle,#FDB462
aakfeiam-1,Immune: tissue macrophages,#FFD92F
aakfjcni-1,Granulosa: supportive pre-granulosa,#E69F00
aakfjfdl-1,Granulosa: primordial follicle,#FDB462
aakfnaja-1,Granulosa: primordial follicle,#FDB462
aakgdmkn-1,Granulosa: primordial follicle,#FDB462
aakggcin-1,Granulosa: primordial follicle,#FDB462
aakgjbpi-1,Immune: NK T cells,#E6AB02
aakgopcn-1,Granulosa: primordial follicle,#FDB462
aakgpmbi-1,Stroma: proliferative progenitors,#8E63CE
aakhcnci-1,Granulosa: primordial follicle,#FDB462
aakhfhmn-1,Granulosa: primordial follicle,#FDB462
aakhfljo-1,Granulosa: primordial follicle,#FDB462
aakhgeoa-1,Granulosa: primordial follicle,#FDB462
aakhhdjf-1,Stroma: cortical,#9C27B0
aakhjhfa-1,Granulosa: primordial follicle,#FDB462
aakhlhij-1,Granulosa: primordial follicle,#FDB462
aakhocan-1,Endothelial: angiogenic,#FF4FA3
aakhopgk-1,Endothelial: angiogenic,#FF4FA3
aakibhhg-1,Granulosa: primordial follicle,#FDB462
aakiimnp-1,Granulosa: primordial follicle,#FDB462
aakikkln-1,Stroma: cortical,#9C27B0
aakilocd-1,Granulosa: primordial follicle,#FDB462
aakjaali-1,Granulosa: proliferative progenitors,#FF7F00
aakjbflg-1,Granulosa: primordial follicle,#FDB462
aakjdbci-1,Granulosa: supportive pre-granulosa,#E69F00
aakjfncl-1,Stroma: cortical,#9C27B0
aakjhogo-1,Granulosa: supportive pre-granulosa,#E69F00
aakjhoke-1,Stroma: signaling,#6A3D9A
aakjihce-1,Granulosa: primordial follicle,#FDB462
aakjillc-1,Granulosa: primordial follicle,#FDB462
aakjkoke-1,Granulosa: primordial follicle,#FDB462
aakjnfbi-1,Stroma: cortical,#9C27B0
aakkhfnk-1,Endothelial: angiogenic,#FF4FA3
aakklogh-1,Granulosa: primordial follicle,#FDB462
aaklbhda-1,Stroma: cortical,#9C27B0
aaklecke-1,Granulosa: signaling,#D55E00
aaklfeij-1,Granulosa: primordial follicle,#FDB462
aaklgdij-1,Granulosa: signaling,#D55E00
aaklnmik-1,Ambiguous_subcluster,#999999
aaklofea-1,Granulosa: primordial follicle,#FDB462
aaklohlg-1,Granulosa: primordial follicle,#FDB462
aakmdekp-1,Granulosa: primordial follicle,#FDB462
aakmgjgh-1,Granulosa: primordial follicle,#FDB462
aakmhgko-1,Germ: pachytene/diplotene,#00C1A2
aakmkpci-1,Granulosa: primordial follicle,#FDB462
aakmlkec-1,Granulosa: primordial follicle,#FDB462
aakmmkhk-1,Granulosa: primordial follicle,#FDB462
aakmmlik-1,Granulosa: primordial follicle,#FDB462
aakmohph-1,Granulosa: primordial follicle,#FDB462
aakncmhk-1,Granulosa: primordial follicle,#FDB462
aakngcna-1,Granulosa: primordial follicle,#FDB462
aaknlmin-1,Granulosa: primordial follicle,#FDB462
aaknppea-1,Stroma: cortical,#9C27B0
aakojkfe-1,Granulosa: primordial follicle,#FDB462
aakpaepd-1,Granulosa: primordial follicle,#FDB462
aakpchga-1,Granulosa: primordial follicle,#FDB462
aakpkfie-1,Granulosa: primordial follicle,#FDB462
aakpmhkj-1,Granulosa: primordial follicle,#FDB462
aakpoepp-1,Granulosa: supportive pre-granulosa,#E69F00
aalacibi-1,Granulosa: supportive pre-granulosa,#E69F00
aalakped-1,Granulosa: primordial follicle,#FDB462
aalalcdd-1,Granulosa: primordial follicle,#FDB462
aalalkih-1,Granulosa: primordial follicle,#FDB462
aalbghhi-1,Granulosa: primordial follicle,#FDB462
aalbjekd-1,Granulosa: primordial follicle,#FDB462
aalblibl-1,Granulosa: supportive pre-granulosa,#E69F00
aalblmdg-1,Granulosa: primordial follicle,#FDB462
